"Date/Time","(9)","Shelf 1 H(23)","Shelf 1 T(23)","Shelf 2 H(24)","Shelf 2 T(24)","Shelf 3 H(25)","Shelf 3 T(25)","Shelf 4 H(26)","Shelf 4 T(26)","Shelf 5 H(27)","Shelf 5 T(27)","Shelf 6 H(28)","Shelf 6 T(28)","Relay 1(1)","Relay 2(2)","Relay 3(3)","Relay 4(4)","Relay 5(5)","Relay 6(6)","Reserved(7)","Fan(8)","11(10)","12(11)","21(12)","22(13)","31(14)","32(15)","41(16)","42(17)"
2015-9-11 5:53:47,25.37, 64.20, 23.30, 67.60, 22.70, 61.60, 23.60, 66.60, 23.60, 87.30, 21.20, 99.50, 23.70, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.00, 2.07, -14.93, 3.53, -14.93, 4.07, -1.57, 1.85 
2015-9-11 5:58:49,25.26, 64.10, 23.30, 68.00, 22.70, 61.50, 23.60, 67.10, 23.60, 88.60, 21.10, 99.50, 23.70, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.01, 2.07, -14.93, 3.53, -14.92, 4.06, -1.58, 1.86 
2015-9-11 6:3:49,25.20, 64.10, 23.30, 68.00, 22.70, 61.30, 23.60, 66.70, 23.60, 89.00, 21.10, 99.50, 23.70, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.00, 2.07, -14.93, 3.52, -14.93, 4.06, -1.60, 1.85 
2015-9-11 6:8:51,25.30, 64.20, 23.30, 68.00, 22.60, 61.80, 23.60, 66.90, 23.60, 89.20, 21.10, 99.50, 23.70, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.00, 2.06, -14.94, 3.52, -14.93, 4.05, -1.61, 1.85 
2015-9-11 6:13:51,25.24, 64.20, 23.30, 68.10, 22.60, 61.80, 23.60, 66.30, 23.50, 89.30, 21.10, 99.50, 23.70, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.00, 2.06, -14.92, 3.52, -14.92, 4.08, -1.58, 1.86 
2015-9-11 6:18:53,25.30, 64.10, 23.30, 68.10, 22.60, 61.90, 23.60, 66.30, 23.60, 89.50, 21.10, 99.50, 23.70, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.01, 2.06, -14.93, 3.52, -14.92, 4.07, -1.62, 1.85 
2015-9-11 6:23:53,25.26, 64.20, 23.30, 68.10, 22.60, 61.90, 23.60, 67.00, 23.50, 90.30, 21.10, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.01, 2.05, -14.92, 3.51, -14.92, 4.06, -1.64, 1.85 
2015-9-11 6:28:54,25.28, 64.30, 23.30, 67.80, 22.60, 61.90, 23.50, 66.80, 23.50, 90.70, 21.00, 99.50, 23.70, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.01, 2.06, -14.93, 3.51, -14.92, 4.06, -1.66, 1.85 
2015-9-11 6:33:54,25.24, 64.30, 23.30, 67.90, 22.60, 61.90, 23.50, 66.30, 23.50, 90.70, 21.00, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 2.99, 2.06, -14.93, 3.51, -14.93, 4.05, -1.67, 1.85 
2015-9-11 6:38:56,25.27, 64.20, 23.30, 67.70, 22.60, 61.90, 23.50, 66.40, 23.50, 90.70, 21.00, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.00, 2.06, -14.94, 3.51, -14.92, 4.07, -1.67, 1.86 
2015-9-11 6:43:56,25.22, 64.30, 23.30, 68.10, 22.60, 62.00, 23.50, 66.50, 23.50, 91.20, 21.00, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.01, 2.06, -14.93, 3.50, -14.93, 4.06, -1.70, 1.86 
2015-9-11 6:48:58,25.19, 64.30, 23.30, 68.30, 22.60, 61.90, 23.50, 66.40, 23.40, 91.20, 20.90, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 2.99, 2.05, -14.93, 3.50, -14.93, 4.06, -1.69, 1.85 
2015-9-11 6:53:58,25.19, 64.30, 23.20, 68.70, 22.60, 62.30, 23.50, 66.50, 23.40, 100.00, 20.90, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.06, 2.05, -14.94, 3.50, -14.94, 4.06, -1.70, 1.84 
2015-9-11 6:59:0,25.19, 64.30, 23.20, 68.30, 22.50, 61.90, 23.50, 67.40, 23.40, 100.00, 20.90, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.08, 2.06, -14.93, 3.50, -14.93, 4.06, -1.70, 1.86 
2015-9-11 7:4:0,25.11, 64.40, 23.20, 68.50, 22.50, 61.90, 23.50, 66.40, 23.40, 100.00, 20.90, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.04, 2.05, -14.94, 3.50, -14.93, 4.05, -1.73, 1.86 
2015-9-11 7:9:2,25.14, 64.40, 23.20, 69.00, 22.50, 62.10, 23.50, 65.90, 23.40, 100.00, 20.90, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.07, 2.05, -14.93, 3.49, -14.93, 4.04, -1.75, 1.86 
2015-9-11 7:14:2,25.16, 64.40, 23.20, 68.70, 22.50, 62.10, 23.40, 66.80, 23.40, 100.00, 20.90, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.10, 2.05, -14.94, 3.50, -14.94, 4.05, -1.75, 1.85 
2015-9-11 7:19:3,25.14, 64.30, 23.20, 69.30, 22.50, 62.20, 23.40, 67.10, 23.40, 100.00, 20.80, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.12, 2.05, -14.94, 3.49, -14.93, 4.04, -1.88, 1.84 
2015-9-11 7:24:3,25.09, 64.30, 23.20, 69.40, 22.50, 61.90, 23.40, 67.00, 23.30, 100.00, 20.80, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.12, 2.05, -14.93, 3.49, -14.93, 4.06, -1.81, 1.85 
2015-9-11 7:29:5,25.08, 64.30, 23.20, 69.50, 22.50, 62.10, 23.40, 67.30, 23.30, 100.00, 20.80, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.16, 2.06, -14.93, 3.49, -14.92, 4.09, -1.82, 1.86 
2015-9-11 7:34:5,25.00, 64.30, 23.20, 69.20, 22.50, 61.90, 23.40, 67.50, 23.30, 100.00, 20.80, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.15, 2.06, -14.92, 3.49, -14.93, 4.07, -1.86, 1.85 
2015-9-11 7:39:7,24.96, 64.40, 23.20, 69.70, 22.50, 62.20, 23.40, 67.50, 23.30, 100.00, 20.70, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.16, 2.05, -14.94, 3.49, -14.94, 4.05, -1.87, 1.87 
2015-9-11 7:44:7,24.91, 64.10, 23.20, 69.90, 22.40, 62.10, 23.40, 67.40, 23.30, 100.00, 20.70, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.14, 2.05, -14.93, 3.48, -14.93, 4.06, -1.85, 1.86 
2015-9-11 7:49:9,24.88, 64.00, 23.10, 70.30, 22.40, 61.80, 23.40, 67.90, 23.30, 100.00, 20.70, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.14, 2.05, -14.94, 3.48, -14.93, 4.06, -1.85, 1.85 
2015-9-11 7:54:9,24.68, 63.90, 23.20, 69.80, 22.40, 62.10, 23.30, 68.40, 23.30, 100.00, 20.70, 99.50, 23.60, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.14, 2.05, -14.93, 3.48, -14.92, 4.06, -1.85, 1.85 
2015-9-11 7:59:12,24.73, 63.80, 23.10, 70.00, 22.40, 62.10, 23.30, 68.10, 23.30, 100.00, 20.60, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.11, 2.04, -14.94, 3.48, -14.93, 4.03, -1.81, 1.85 
2015-9-11 8:4:12,24.77, 63.90, 23.10, 70.30, 22.40, 61.90, 23.30, 67.60, 23.20, 100.00, 20.70, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.12, 2.05, -14.93, 3.48, -14.92, 4.06, -1.76, 1.86 
2015-9-11 8:9:13,24.74, 63.90, 23.10, 70.30, 22.40, 61.90, 23.30, 67.30, 23.20, 100.00, 20.70, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.11, 2.05, -14.93, 3.48, -14.94, 4.07, -1.74, 1.86 
2015-9-11 8:14:13,24.71, 63.90, 23.10, 70.50, 22.40, 62.10, 23.30, 67.40, 23.20, 91.20, 20.60, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.12, 2.05, -14.93, 3.48, -14.92, 4.05, -1.81, 1.85 
2015-9-11 8:19:15,24.72, 63.90, 23.10, 70.20, 22.40, 62.20, 23.30, 67.30, 23.20, 100.00, 20.60, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.13, 2.05, -14.94, 3.48, -14.93, 4.05, -1.83, 1.85 
2015-9-11 8:24:15,24.73, 64.00, 23.10, 70.40, 22.30, 62.30, 23.30, 67.90, 23.20, 100.00, 20.60, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.11, 2.04, -14.93, 3.48, -14.93, 4.05, -1.84, 1.85 
2015-9-11 8:29:17,24.76, 64.00, 23.10, 70.30, 22.40, 62.40, 23.30, 68.30, 23.20, 90.50, 20.60, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.12, 2.04, -14.93, 3.47, -14.93, 4.05, -1.88, 1.85 
2015-9-11 8:34:17,24.77, 64.00, 23.10, 70.50, 22.30, 62.00, 23.20, 68.20, 23.20, 90.50, 20.60, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.07, 2.04, -14.93, 3.47, -14.92, 4.06, -1.83, 1.86 
2015-9-11 8:39:19,24.78, 64.00, 23.10, 70.30, 22.30, 62.50, 23.30, 68.30, 23.20, 90.50, 20.60, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.08, 2.03, -14.93, 3.47, -14.93, 4.04, -1.79, 1.85 
2015-9-11 8:44:19,24.71, 64.00, 23.10, 70.40, 22.30, 62.30, 23.30, 68.10, 23.10, 100.00, 20.60, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.05, 2.03, -14.93, 3.47, -14.92, 4.05, -1.76, 1.86 
2015-9-11 8:49:20,24.68, 64.10, 23.10, 70.00, 22.30, 62.30, 23.20, 68.40, 23.10, 90.50, 20.50, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.06, 2.04, -14.92, 3.48, -14.93, 4.05, -1.79, 1.86 
2015-9-11 8:54:20,24.74, 64.20, 23.00, 70.40, 22.30, 62.40, 23.30, 68.20, 23.10, 90.50, 20.50, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.05, 2.04, -14.93, 3.47, -14.92, 4.05, -1.80, 1.86 
2015-9-11 8:59:22,24.81, 64.20, 23.10, 70.60, 22.30, 62.20, 23.20, 68.30, 23.10, 90.50, 20.50, 99.50, 23.50, "opened", "opened", "opened", "opened", "opened", "opened", "opened", "opened", 3.06, 2.04, -14.93, 3.48, -14.92, 4.05, -1.79, 1.86 
2015-9-11 9:4:22,25.88, 63.70, 23.10, 30.00, 22.30, 61.70, 23.20, 68.10, 23.10, 90.40, 20.50, 99.50, 23.40, "closed", "opened", "opened", "opened", "opened", "opened", "opened", "closed", 3.05, 2.04, -14.95, 3.46, -14.93, 4.04, -1.81, 1.85 
2015-9-11 9:9:24,26.61, 63.70, 23.10, 29.00, 22.40, 61.90, 23.20, 68.90, 23.10, 90.20, 20.50, 99.50, 23.50, "closed", "opened", "opened", "opened", "opened", "opened", "opened", "closed", 3.06, 2.03, -14.93, 3.46, -14.93, 4.05, -1.80, 1.86 
2015-9-11 9:14:24,26.97, 63.10, 23.10, 27.40, 22.40, 62.00, 23.20, 68.30, 23.10, 90.40, 20.50, 99.50, 23.50, "closed", "opened", "opened", "opened", "opened", "opened", "opened", "closed", 3.02, 2.03, -14.93, 3.47, -14.93, 4.05, -1.80, 1.86 
2015-9-11 9:19:26,27.58, 62.70, 23.20, 27.50, 22.50, 62.10, 23.30, 67.30, 23.10, 100.00, 20.40, 99.50, 23.50, "closed", "opened", "opened", "opened", "opened", "opened", "opened", "closed", 3.02, 2.03, -14.94, 3.46, -14.93, 4.03, -1.83, 1.86 
2015-9-11 9:24:26,27.67, 62.40, 23.20, 27.30, 22.60, 62.00, 23.30, 67.50, 23.10, 100.00, 20.40, 99.50, 23.40, "closed", "opened", "opened", "opened", "opened", "opened", "opened", "closed", 3.03, 2.03, -14.93, 3.45, -14.93, 4.04, -1.83, 1.86 
2015-9-11 9:29:28,28.40, 62.40, 23.20, 27.20, 22.70, 61.90, 23.30, 68.10, 23.10, 100.00, 20.40, 99.50, 23.40, "closed", "opened", "opened", "opened", "opened", "opened", "opened", "closed", 3.02, 2.03, -14.94, 3.45, -14.93, 4.04, -1.72, 1.87 
2015-9-11 9:34:28,28.38, 62.50, 23.20, 27.30, 22.80, 61.80, 23.30, 69.10, 23.00, 100.00, 20.40, 99.50, 23.40, "closed", "opened", "opened", "opened", "opened", "opened", "opened", "closed", 3.03, 2.04, -14.93, 3.45, -14.93, 4.03, -1.75, 1.85 
2015-9-11 9:39:29,29.06, 62.40, 23.20, 27.00, 22.90, 61.70, 23.30, 69.10, 23.00, 100.00, 20.40, 99.50, 23.40, "closed", "opened", "opened", "opened", "opened", "opened", "opened", "closed", 3.02, 2.03, -14.93, 3.45, -14.92, 4.05, -1.76, 1.86 
2015-9-11 9:44:29,29.12, 62.60, 23.20, 27.70, 23.00, 61.30, 23.30, 69.60, 23.00, 100.00, 20.40, 99.50, 23.40, "closed", "opened", "opened", "opened", "opened", "opened", "opened", "closed", 3.02, 2.03, -14.92, 3.45, -14.92, 4.05, -1.79, 1.86 
2015-9-11 9:49:32,29.48, 62.80, 23.20, 27.40, 23.10, 61.90, 23.30, 70.00, 23.00, 100.00, 20.40, 99.50, 23.40, "closed", "opened", "opened", "opened", "opened", "opened", "opened", "closed", 3.00, 2.04, -14.92, 3.44, -14.92, 4.04, -1.81, 1.86 
2015-9-11 9:54:32,29.87, 62.90, 23.20, 27.60, 23.20, 62.00, 23.30, 69.80, 23.00, 90.80, 20.40, 99.50, 23.40, "closed", "opened", "opened", "opened", "opened", "opened", "opened", "closed", 3.00, 2.03, -14.93, 3.44, -14.93, 4.03, -1.84, 1.86 
2015-9-11 9:59:34,29.84, 63.20, 23.20, 27.40, 23.30, 61.80, 23.40, 70.40, 23.00, 90.70, 20.40, 99.50, 23.40, "closed", "opened", "opened", "opened", "opened", "opened", "opened", "closed", 3.01, 2.04, -14.93, 3.44, -14.93, 4.03, -1.85, 1.86 
2015-9-11 10:4:34,30.16, 65.30, 23.20, 35.80, 23.40, 64.00, 23.40, 64.80, 23.10, 88.90, 20.40, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.00, 2.04, -14.93, 3.52, -14.93, 4.03, -1.83, 1.86 
2015-9-11 10:9:36,30.63, 65.10, 23.20, 35.10, 23.40, 61.80, 23.50, 64.10, 23.30, 89.90, 20.40, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 2.99, 2.01, -14.94, 3.48, -14.93, 4.03, -1.87, 1.86 
2015-9-11 10:14:36,31.15, 65.20, 23.20, 35.30, 23.40, 61.90, 23.50, 62.00, 23.60, 90.90, 20.40, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.05, 2.03, -14.92, 3.47, -14.92, 4.03, -1.86, 1.86 
2015-9-11 10:19:37,31.50, 65.60, 23.20, 34.90, 23.50, 61.50, 23.60, 60.90, 23.70, 90.80, 20.40, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.00, 2.03, -14.94, 3.47, -14.93, 4.04, -1.84, 1.87 
2015-9-11 10:24:37,32.18, 65.60, 23.20, 35.10, 23.60, 61.60, 23.60, 60.30, 23.80, 91.20, 20.40, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 2.98, 2.02, -14.93, 3.51, -14.92, 4.04, -1.83, 1.87 
2015-9-11 10:29:39,32.59, 65.80, 23.20, 35.30, 23.60, 61.60, 23.60, 59.50, 23.90, 91.60, 20.40, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.02, 2.04, -14.94, 3.39, -14.93, 4.03, -1.87, 1.87 
2015-9-11 10:34:39,32.85, 65.90, 23.20, 34.80, 23.70, 61.80, 23.70, 60.00, 24.10, 91.60, 20.50, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.01, 2.03, -14.93, 3.35, -14.92, 4.03, -1.85, 1.87 
2015-9-11 10:39:41,32.95, 66.10, 23.20, 35.00, 23.70, 61.80, 23.70, 60.10, 24.10, 91.50, 20.50, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.00, 2.05, -14.93, 3.44, -14.92, 4.03, -1.87, 1.87 
2015-9-11 10:44:41,33.61, 66.40, 23.30, 34.70, 23.70, 61.70, 23.70, 60.80, 24.20, 91.50, 20.60, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.01, 2.03, -14.93, 3.42, -14.93, 4.04, -1.87, 1.88 
2015-9-11 10:49:43,33.51, 66.40, 23.30, 34.80, 23.80, 61.90, 23.70, 60.20, 24.30, 91.50, 20.60, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.01, 2.04, -14.94, 3.37, -14.93, 4.02, -1.90, 1.87 
2015-9-11 10:54:43,34.06, 66.40, 23.30, 35.20, 23.80, 62.10, 23.70, 60.90, 24.40, 91.50, 20.60, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.01, 2.06, -14.93, 3.39, -14.93, 4.03, -1.88, 1.88 
2015-9-11 10:59:45,34.12, 66.50, 23.30, 34.90, 23.90, 61.50, 23.80, 61.00, 24.40, 91.50, 20.70, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.04, 2.05, -14.93, 3.49, -14.92, 4.02, -1.89, 1.88 
2015-9-11 11:4:45,33.89, 66.70, 23.30, 34.80, 23.90, 62.10, 23.80, 60.50, 24.50, 91.20, 20.70, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.03, 2.05, -14.93, 3.44, -14.93, 4.02, -1.92, 1.87 
2015-9-11 11:9:46,34.50, 66.90, 23.30, 35.10, 23.90, 61.90, 23.80, 60.30, 24.50, 91.40, 20.80, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.03, 2.04, -14.93, 3.50, -14.92, 4.02, -1.90, 1.88 
2015-9-11 11:14:46,34.66, 67.00, 23.30, 34.90, 23.90, 61.70, 23.80, 60.50, 24.60, 91.20, 20.80, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.04, 2.04, -14.93, 3.38, -14.93, 4.03, -1.90, 1.88 
2015-9-11 11:19:49,34.43, 67.10, 23.30, 34.90, 24.00, 61.90, 23.90, 60.30, 24.70, 91.00, 20.80, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.04, 2.05, -14.93, 3.45, -14.93, 4.02, -1.93, 1.88 
2015-9-11 11:24:49,34.72, 67.30, 23.30, 34.80, 24.00, 62.00, 23.90, 60.00, 24.70, 89.70, 20.80, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.04, 2.05, -14.94, 3.48, -14.93, 4.02, -1.94, 1.88 
2015-9-11 11:29:51,34.67, 67.40, 23.30, 34.60, 24.00, 61.80, 23.80, 59.70, 24.80, 89.50, 20.90, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.02, 2.04, -14.93, 3.46, -14.93, 4.03, -1.92, 1.89 
2015-9-11 11:34:51,34.49, 67.40, 23.30, 34.60, 24.10, 62.10, 23.90, 59.70, 24.80, 88.90, 21.00, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.02, 2.05, -14.93, 3.44, -14.92, 4.02, -1.93, 1.89 
2015-9-11 11:39:53,34.97, 67.60, 23.30, 34.80, 24.10, 61.90, 23.90, 59.30, 24.90, 85.50, 21.00, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.04, 2.04, -14.93, 3.42, -14.92, 4.02, -1.92, 1.89 
2015-9-11 11:44:53,34.91, 67.70, 23.40, 35.00, 24.10, 61.80, 23.90, 59.20, 25.00, 85.10, 21.00, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.05, 2.05, -14.94, 3.43, -14.94, 4.02, -1.98, 1.89 
2015-9-11 11:49:55,34.90, 67.70, 23.40, 35.00, 24.10, 61.90, 23.90, 58.70, 25.00, 84.20, 21.00, 99.50, 23.40, "closed", "opened", "closed", "closed", "opened", "opened", "opened", "closed", 3.04, 2.05, -14.93, 3.46, -14.93, 4.02, -1.98, 1.89 
